tag,title,artist,id
pop,The Next Time,Trent Tomlinson,1767188
rock,Soul Paralytic,Pencarrow,3688915
rock,Red State Girl,Les Claypool's Duo De Twang,1633195
pop,The Fight,Anthony Evans,2082378
rap,Hennyclaws,Suigeneris,6529619
pop,Blue Orchids,Matt Monro,6581633
pop,One Hello,Randy Crawford,945306
rap,Changed,Drawn To The Sky,4261581
rap,Feelin It,Camp Lo,2280754
pop,Running Away,T'Pau,1050896
rock,Foeticide,Carcass,747184
rock,Twilight of the Flesh,Funeral Mist,7624705
rap,Its Ok,Bandit Gang Marco,363364
rock,Deadbeat,Apparatjik,1054595
rb,Aladewura,Tonia omoh,6309140
pop,Shitty Christmas,CKY,1569927
pop,Flyin High,GBH,1773857
rock,Dead Eyes Open or How The Woman In The Attic Fled Never To Return,Cinema Strange,7462441
misc,Waiting,Guillermo Veloso,241936
rock,Focus,Moxie Falls,4304031
misc,Cryptic Heart,LivInvictus,1258743
pop,Out There,Anne O'Rourke,4379561
pop,Hunny,Tessie,5306126
pop,Johnny  Jonnie,Twin Shadow,6579918
misc,Burn All night,"Andy Mientus, Van Hughes, Nicholas LaGrasta, and Brett Moses",3232241
rap,About U,Ruben Slikk,3178102
pop,Tethered,Steven Bamidele,7312672
pop,You Got the Style,Athlete,770588
rap,Keep anything in perception,Nelliiebixby,674938
rock,Eyes on You,David Cook,4432181
rap,47 Embroidery,Jab47,397298
pop,Joy Unto The World,The Afters,4989142
misc,Pig Heart,Laurence Overmire,127653
rap,Donnie Darko,Cal Scruby,5749646
pop,Trigger Happy Tarantula,A Static Lullaby,1342771
pop,Nobody Else,Charlotte Black,5170013
pop,Oh Lord Youre Beautiful,Keith Green,957940
rock,Modesto Is Not That Sweet,The Hold Steady,640021
rock,Exodus,Exodus,206272
rock,Naked World,Krakw Loves Adana,3583788
pop,June Is Bustin Out All Over,2018 Broadway Cast of Carousel,3779922
pop,New Gold Dream Razormaid,Simple Minds,1394073
rock,Hogtied,Sleepkillers,4450608
misc,Back to Africa,Aswad,743146
misc,Sand Nigger,Lawrence Joseph,2435771
pop,Take You Higher,Goodwill & Hook N Sling,1778615
rap,Good Day,Kieran the Light,6607121
pop,Lullaby for a Troubled Man,Gitane Demone,4547450
rap,Loop,MY$AK,6868889
pop,Italian Boys,Craig Cardiff,6241541
pop,Stay,Fatehartt,5211700
pop,Killing Me Softly,Colbie Caillat,1503616
pop,Simply beautiful,Ben L'Oncle Soul,1941864
pop,Star single mix,Erasure,1402487
pop,The Ides,Fryars,6664023
rap,Fin,Prada,2301210
misc,Inner Void,Ray Francis,208251
misc,Maron Leroung,ClanHowell,2984015
rock,American Populace,Turn Pike,6858684
pop,Cards,Kat Frankie,3240838
rap,The Walls Came Tumbling Down,Eyedea,738222
misc,Measure for Measure Act 2 Scene 4,William Shakespeare,115920
pop,No tan distintos 1989 - en vivo,Las Pelotas,2117027
pop,Sex machine Live At The Apollo Theater/1971,James Brown,1984360
country,Crazy Arms,BR5-49,992847
pop,Running from My Doom,Mama Zula,6530743
rap,Mamba Mentality,FeeNom Davis,6526017
rap,Or Nah Remix,Sahib,413984
pop,Burning Fantasy,Ceti,1563073
rap,Cassius Excellency Feat. DJ Money,Wale,3704757
pop,Cry Live in Studio,Jimmy Levy,5700137
rap,No More Pain,2Pac,55423
pop,Everybody Thinks Youre Crazy,Itchyworms,3857559
rap,Where You Been,Little MASE,6821908
rap,Snakes,Jasper,6716349
rap,Dark Heart Of Man,Xnrop,4930242
pop,Lost?? The Decision,Eloy,1153347
pop,You Did A Number On Me,Johnny Darlin,6494453
rock,Funny Wagon,Tendon Levey,7526105
pop,Would You Be There,Blessid Union of Souls,1745594
rap,GWALLAH GIRLZ,Bootychaaain,2819981
pop,Bootz Are Made for Walkin,Nancy (UK),6351671
rap,Say No Brother Crack Attack Dont Do It,Boogie Down Productions,11259
rap,​through the late night,Travis Scott,2849757
pop,Salvation,Roxette,1544266
pop,Devachan,Kick Axe,842855
misc,Inspiration,George William Russell,226495
pop,Too Close,Trapt,895920
rock,Woman,Sugarloaf,942334
pop,Adventures In Your Own Backyard,Patrick Watson,543035
rock,Bright As You,Derek Johnson,3391137
rap,Love Letter,Lil Frey,3384359
pop,Grows a Rose,The Black Crowes,1518335
rock,On the Rise,Unruly Child,1773582
pop,Separate Lives,Laura Pausini,1677370
pop,Always and Tomorrow,Legacies Cast,6456721
rap,Hallelujah,MC Jin,2408718
pop,Welcome to the Jungle,Robert Stone,4879451
misc,Monster Spoken Word,Rafael Casal,3232720
pop,Step,Fortune Angelo,5300818
rap,I.D.G.A.F I DONT GIVE A FUCK,KING SKO,2883650
rap,SET,CHEETAH PRINT,5968145
pop,Harvest,I See Hawks In L.A.,903111
rap,Raindrops,Slaughtered Angel,5544063
rap,Im So Nice,Big Dirty,3249938
pop,Up,Planeside,1297252
rap,Mooo Nick Mix,Nick Taylor,3938403
country,Mother,Wilder Adkins,5565537
rock,Denim Diaper Daddies,Steaksauce Mustache,6190452
rap,Outside Today,VPG GlizZy,7419942
pop,Chinatown,Barrie,4293074
rock,Glass Live,Joy Division,7418029
rock,Bored to Death,Iron Reagan,6094318
pop,I Dont Wanna End The Night EC Twins Remix,Prelow,4290656
rap,Wandas Story,30 Deep Grimeyy,6731932
pop,6th Story View,American Dead Cross,7875355
pop,We Kept It Hidden,Urbandub,3816558
pop,You Can Leave Your Hat On,Danni Carlos,762846
rock,Breathe Again,Sixty Watt Shaman,1008032
pop,Other Side,Steven Bamidele,7312671
rap,Declassified,Fox0r,4613487
pop,Lets Jump In,Dead Meadow,1567407
rb,Workday,Eauxby,4174748
rap,Old Phone,Manny Bravo,7362788
pop,Bury It Down,Yellow Flower Living Water,7639445
pop,Beacon In The Sun,The Heavy Blinkers,948003
rock,​bird,blue smiley,6316983
pop,Front Page,Cliff Richard,1169631
misc,Wheres the Girl?,Frank Wildhorn and Nan Knighton,2968387
pop,YESUNG - Beautiful Night English Translation,Genius English Translations,6771228
rap,We Run The World,Demarco,2849016
pop,The Joint Is Really Jumpin in Carnegie Hall,Judy Garland,1107524
pop,Waiting For The Storm,Frostmoon Eclipse,1530609
pop,Everything is Temporary,Aaron Espe,5622137
rock,Fruit Punch,Berried Alive,5616066
pop,In the middle,Miss Montreal,1972988
pop,The Boy Who Couldnt Stop Dreaming,Club 8,889968
rock,Maggie’s Farm Live at Earls Court London June 27 1981,Bob Dylan,7478835
rap,Blue Skies  Sunshine,HV Gutter,305562
rock,Keep Talkin,Lionheart,4567052
pop,The Partys Over,Seth MacFarlane,4486530
pop,The Threat Of Flesh And Its Libidinous Storms Of Silence,Dark Embrace,906546
pop,Fade Away,Claire Kerri,5199118
rock,Sea Dogs  Pyrite,Soft Cough,3235491
pop,Ridiculous,Pandora Boxx,6943862
rb,Temperature Rising,DoughBeezy,2280747
rb,Uprisee,DaisyJimes,5492476
rap,Aye girl part 2,1WayFrank,2390763
rap,386-666-0000,KazPuh 20/20,4368981
rock,Titanic Days,Sidewinder (Band),4290821
pop,Ill Be Home For Christmas,Scott Bradlee's Postmodern Jukebox,1670142
rock,Sour Breath,The Devil Wears Prada,3740581
pop,It Is One,Jackson Browne,976356
rock,Pigs Three Different Ones Live In Liverpool 2011,Brit Floyd,4399491
pop,Killing For Love Beatfanatic remix,Jos Gonzlez,2217463
rock,Incandescent Company,Cole Oestreich,3816898
misc,North and South Chap. 6,Elizabeth Gaskell,158400
rap,Northern Lights,Official53Crew,4191600
pop,Whats Got To Be,Evan Olson,5326182
rap,Days Gone No Vanity Evil Twins Freestyle Remix,HBomb (HARRSN on Genius),6671154
rap,Black Mags,The Cool Kids,14637
rock,Buried Alive,Broken Flesh,6324163
rap,Living on the Edge,Danny Thomas,6763731
pop,Vandalism Dirtyloud Remix,Porter Robinson,5378420
rap,GELATO,MYCOL,3951757
pop,Lately a cappella,Groove Addix,2893924
pop,Save Me,Axxis,1718281
rock,Ima Bore,Reed Turchi,2902806
pop,Candy Girls,Broadway Puppies,3139395
country,I Have Never Been To Memphis,Rascal Flatts,644952
rock,Something Wrong,Screeching Weasel,1737245
pop,Bella Vita,DJ Antoine,1110212
rap,Keepin it Live,People Under the Stairs,36922
rap,Pulse,Th Ju,4790494
rap,Dreamzz,THD,4780969
rap,Fresh 2 Def,Benny Boy,2826690
pop,My Level,Shatta Wale,4057716
rap,QUEEF,SosMula,6318337
pop,One World Thought Pattern,Randy Prozac,6610226
pop,In the Clouds,Nina Agoti,4115440
pop,Wish I Could Say,Daughters of Dave,5172682
pop,Why Does It Hurt When I Pee? YCDTOSA 3,Frank Zappa,1463022
pop,Daddy DJ,Daddy DJ,1451033
rap,Nighttime,Murdock,5314538
rap,Long Way,Gosh Da Reel,7027085
rap,FUCK HAZBIN HOTEL 2,Nxko1,5146611
pop,The Waters of March,Basia,1209452
rap,Plane 4 U,Wiz Khalifa,3304657
rap,Caught Up In The Game,Bushwackass,5614346
rock,Listen To The Sirens,Red Fang,3926519
rock,Wandering Wondering,Cloudberry Jam,3932959
rock,Look Up,Stars,439461
pop,My love is like a red red rose,Bill Douglas,1964345
rb,Sweet Tea,Dana Vaughns,6141597
pop,Summer Song,The Crayon Set,4737906
pop,The weight loss plan,Patton Oswalt,2003208
pop,Need,Dogfight,902176
rap,Nuthin 2 Lose,Young Noble & Deuce Deuce,5836033
pop,Giving All My Love,Sally Oldfield,1411126
rock,Under the Sun,Tremonti,7044259
misc,GeniusGraph FAQ,GeniusGraph,3382328
rb,Waiting For,rum.gold,5497774
pop,Criminal,Donny J,4852821
rock,Beginnings,Our Last Night,1645673
rock,Sometimes MBV Cover,JOHNNASCUS,5878954
pop,Things In Pain,LIL NARNIA,3845409
pop,Alone,The Beautiful South,1478904
pop,Change of Heart,Classics IV,1437459
rock,Such a Long Time Benny Grotto mix,Aloud,3966376
pop,North Atlantic Drift,Paul Smith,1201236
pop,処理能力 Processing Power,death's dynamic shroud,3998184
rb,Adulting,Kalenbree,7299724
pop,The Mushroom Song,Heather Alexander,793217
pop,Lexapro,Diveliner,4395436
rap,Turmoil and Wonder,Squalloscope,3512046
pop,In A Matter Of Days,Emily Parish,3695861
pop,Havent You Noticed Im a Star,Olivia Olson,2470040
pop,This Time the Dreams on Me,"Harry Connick, Jr.",1259267
pop,Tea  Toast,Lucy Spraggan,453874
pop,Waters Edge,Cyndi Lauper,1006367
rap,Jaded,Trashed xo,4096775
pop,Shampoo,Elvis Perkins In Dearland,900419
rap,Everything Changed,HDBeenDope,2922323
rap,Forever,DP Beats,3904502
rap,Timeless,Joey Vantes,3304817
rock,Sacred Mountains,UUBBUURRUU,5449722
pop,On The Fence,Terrence Spectacle,500384
pop,We Can Be Kind,Nancy LaMott,1157481
pop,Build The Cities Grabbitz Remix,Karma Fields,3591699
rap,Ink,Mr. Barber,4249913
misc,The Writings of St Paul The Only True Apostle: Marcion’s Radical Paul excerpt,St. Paul,322312
pop,Chic Cest La Vie,Countess Luann,2047707
pop,Dance in the Dark,JonJonRose,4777142
rap,Outta Order,AJ Ca$h,7356431
pop,Christmas Everyday,Kenny Rogers,1206611
rock,21,NEET (Neet),7225598
rock,The Great Gold Sheep,The Mountain Goats,5856031
rap,So In Love Remix,Jill Scott,66794
rap,Almost There,Dub Town Soldier,3374625
rap,Clothes Off Remix,Gym Class Heroes,22001
rock,Under Attack,Skindred,3411267
rap,Foundation,Dehz,87592
pop,‎villain VILLAIN,Qoiet,7269261
rock,Goodnight Nobody,The Acid Flashback At Nightmare Beach,3810596
rap,This Is For,Deadly Venoms,15404
pop,Morning Won´t Bring a Twinkling Star,Ride for Revenge,1658627
pop,Rock The Boat,The McClymonts,1100118
rap,No Lolz,LPB Poody,3908032
rock,Maybe I,Walz,5896601
pop,Slough,The Tiger Lillies,1438856
rap,Things Go Bad,CyaDrew,6677759
pop,All Day  All Of The Night,Skew Siskin,1693532
pop,Sin,Charon,1238314
rock,Morning Has Broken,Gigabyte,7609344
rap,Time Has Come,Big Mountain,6192300
rock,Revenge,Silver Wind,3579243
rb,What Will Tomorrow Bring,Femi Kuti,3003938
rock,No One Knows,123 Astronaut,6771170
rap,Ghetto Gospel,Smoove'L,5517393
rock,Slow Decline,"Fauves, The",7291364
rock,Crimson Queen,Hayley Richman,5980567
rap,With No Bankai,Xavier Wulf,333676
pop,Acheron,Bornholm,1396540
rap,Wind Song,YTCracker,2039202
pop,Try It,Ohio Express,1163229
pop,Stop A Heart,Cassidy Mann,7360724
pop,Rewrite,Punch (Punk),1027622
rap,Wheres The Toilet?,F.Costa,370698
rap,Too Many,M SIX,4175829
rap,Broken Keys,Yung Windex,6997624
pop,Grey Hour,Alexandre,722344
pop,Unknow,The Maccabees,1548392
rock,Fresh Born Child,The Cat Police,3888865
rock,Ziggy Stardust,The Gourds,1713256
rap,Seasons,Silas,4805434
rock,Everythings Changing,Stacy Clark,203846
rap,Off Tha Syrup,Lil Boii Kantu,3995967
pop,Chapter VI,Estatic Fear,1175168
pop,E,Chris Rea,1258059
rap,R,Mr. Barber,4075456
pop,Trial,Bladee,3984882
pop,LIA - 밝혀줄게 별처럼 Always Be Your Star English Translation,Genius English Translations,7550127
pop,I Still Havent Found What Im Looking For,Big Daddy,1637016
rap,Death Riders feat. Moody,Tiny Virgo,4729246
country,River of Stars,Little Big Town,5043021
rb,The Long Awaited Sequel to Monster Mash,tall du$ty,7464480
pop,Tears In Rain,Kate Havnevik,3439389
rap,Ill State of Mind,Neeko,2322087
pop,I Want Your Love,Transvision Vamp,1069572
rock,Nothing to Lose,Red Hot Chili Peppers,3744917
pop,Carnaval - Original Mix,Mike Candys,2252532
rap,OSS Ft. Tripp Hellion,Lil Xhenobi,3692058
pop,Mine,Midnight Foxes,5589654
rock,Lithium And A Lover,Sirenia,586101
pop,Perfect,KIDZ BOP Kids,5183858
rock,867-5309/Jenny,Tommy Tutone,487416
rap,Lemme Get A Taste,YOUNG STONEY,395511
rap,Mission,Charles Frank,2471451
country,Now Hes Our Father,The Hope County Choir,5449145
rb,Just Be Alone,Allen J,3832042
rap,BenJerry hostedbyscoop,Aaron Moss,4457999
pop,Something Wrong,Camouflage,981892
pop,London Time,Jessie Baylin,5790820
rock,Serpent Black Sun,Lapis Lazuli,3591714
pop,No man is ever gonna change u,Girl Online,6526683
rap,Get Low,Danny Brown,6702357
rock,Midnight Walk,TASTY FREAKS,4511352
pop,Creep Chase Me Down,Fizzle808,6463666
rap,Just Living My Dream,Kwavy,78295
rock,Infante Pez,Saturno Devorando,3699635
rap,King lil jayOO diss FUCK YO CLOUT,Kid maleek,2450446
rock,Graveless,Periphery,691623
pop,Devils,HRN,4467494
pop,All Signs of Life,Alison Moyet,807202
pop,Im Not You,Watashi Wa,1595625
rock,Endless,Finelines,5991334
pop,Hold It Together,JP Saxe,5237404
pop,1-4-3,Rabbit,3930626
rb,3am,Evin Nazya,7573883
rock,Dawn Of A Million Souls Live,Arjen Anthony Lucassen's Star One,1485541
pop,The Daisies,Samuel Barber,6600159
pop,Decidedly Dumb,Mark Northfield,1674976
rock,Mutilated Lips,Ween,577837
rap,DONT GIVE UP,BenyLee ft Jb jones,5795962
rap,Opps Yeah Yeah,B In$ta G,4434602
pop,The Change,Nina Hagen,1732416
misc,1818 Frankenstein Volume II Chapters IV-VI 4-6,Mary Shelley,604563
rock,Old Wisdom,Pedro The Lion,7613521
rap,Mostly Tha Voice,Gang Starr,21328
rap,Oooyeh,Vinnie Vento,3678071
rock,Spies,Fergus & Geronimo,5005784
rock,Absolute Lithops Effect,Carrie Elkin,3628929
pop,Comfort In Suffering,Umbrellas,1041708
pop,Rescue - Live From Spotify Singapore,Yuna,1944961
pop,Separate ways - 2002 - remaster,Gary Moore,2118548
pop,Turn to Me live,Ghost Dance,951009
rap,Fine Without U,AtheKidd,7708719
rb,Brown Steel,Choker,3086659
pop,Walk Alone,MONKEY MAJIK,6437068
rap,Old Town Road Remix,Country Greg,4465498
pop,Yah Suh Nice Clean,Potential Kidd,101374
pop,Little Bird,Ah-Mer-Ah-Su,3838648
rock,Mrs. Robinson,The Distortion Hawgs,6816831
rap,Heartstrings Prod by Falix,Yung Peep,5442397
rock,War Party,GWAR,438510
rock,Asshole Down,Indian Askin,4018948
pop,All the Befores,Diana Ross,1171640
rock,By My Side,Bad//Dreems,3752823
rock,Drain,Ghost of Evergreen,4096054
rap,Hidden rage 1,Cezz (US),7589009
rap,Yoda,Emacity,5773484
pop,Orange juice,Straats,4719930
rap,Damn,Styles of Beyond,88380
pop,Loaded,Wishbone Ash,1422372
rock,A Song for Patsy Cline,The Wonder Years,2288636
rock,Unmapped Darkness,Seven Spires,5157254
rap,EQUILIBRIUM,PRXJEK,4824571
rock,The Day After the Revolution,Pulp,741682
pop,Now We Can See,The Thermals,1667912
rb,In the Middle,Trey Songz,312538
pop,Cheese and Wine,Waste Of Aces,3562439
rap,Usain Bolt,Lil Kloud,2981417
rb,Justin Bieber,K. Michelle,698043
rap,W.W.Y.D.,Chief Keef,707610
pop,Confusion Instrumental,New Order,3909547
rock,Last Man Out of Babylon,Brother Dege,3872874
pop,Reborn Piano Version,Becko,5320139
rb,Born Tired,Jhen Aiko,4547407
rap,Only Way,Austin White 711,5894284
pop,Thirty Second Challenge,Hap Palmer,1111993
pop,Nothing,Minty,3494458
pop,What Have I Done?,Magic Dirt,1183809
rap,PEDI,Baby Tate,7285955
rap,Moving Day,Bauer Larson,4838431
rap,CUM 4 ME,Misty G Quartz,4543421
pop,Girl Crush,Self Esteem,4348973
misc,The Best Books We Read in 2014,Lit Genius,654272
pop,An Arctic Serenade,Fragments Of Unbecoming,873603
rap,Diamonds,Tory Lanez,2840293
rap,Give a Damn,DJ JS-1,2334872
rap,Diamonds,J Trouble,4229208
pop,Hallelujah Medley: Hallelujah What a Savior / Hallelujah / Angus Dei,Anthem Lights,3273450
pop,_______,Crippled Black Phoenix,4007351
rap,57,Yxng Skxng,6108661
rap,Im from that 18th Street gang,King Lil G,2434028
pop,Snow Dont Fall,Death Vessel,1110049
country,Another Town,Keith Whitley,1285842
rap,Pineal Gland,The D.O.C.,149972
rock,2000 Light Years Away,Green Day,99922
rap,Black Man,Audio Push,2864568
rap,Made A Play,Lon Lucci,5824012
pop,Wildwood Flower,Reese Witherspoon,923010
pop,Little Flowers of St. Francis,Pinstripe Sunny,7779797
rap,Whats Next,Taz Tikoon,7296692
rap,LUCKHAOS - Amor hospitalar English Translation,Genius English Translations,7860496
rb,Cross My Heart and Hope to Die,Glen Campbell,4040467
rap,Not A Barbie,T The Acktivist,4896897
pop,Vindictive,Harlan Vaughn,3917812
pop,Sour Love,Yassy T.,5687769
misc,Belts,Rudyard Kipling,112347
pop,Its Like Air,Communions,3218499
rb,Know Better,"Love, Marie",7404740
pop,Queen Of The Damned,Flymore,1097744
rap,Get to the Bag,Lil Boii Kantu,3619746
rap,Deep Hole,Ridley Faires,7455374
misc,Battle,John Davidson,268695
misc,Beatrice,Nathaniel Hawthorne,6634768
rock,A Fleeting Moment,Soliloquium,7654474
pop,TORA TORA TORA,DOMINO (ITA),2115372
pop,Some Broken Hearts Never Mend Single Version,Don Williams,1682724
pop,Laura,Woody Herman,1128949
pop,Tommy Boys Big Mistake,Ed Motta,1694963
rap,Stuck Up.,Quentin Miller,5569613
rock,Danger Ahead,Droopies,5303849
rock,You Got Me,Ingrid Michaelson,407513
pop,For a moment,James Hersey,503151
pop,Lost You,The Score,5215776
pop,Yesterday I Dreamed That You Were Here.,Perry Maysun,7072165
pop,TOO BAD,SKRRTCORD,6923899
rap,The Way Of Shao,Shao Dow,2406428
pop,Saturday Night Meets Sunday Morning,Granger Smith,957368
pop,School Yard Rumours,To Kill A King,2091637
rap,METH ft. YUNG SWAGGAH prod. BIGGIE BAG ON DA BEAT,OWO COLLECTIVE,5675293
pop,Intimate,WESLEY & Jordyn Jones,6028502
rock,There Is No You,Wheelfall,5812521
pop,Im Gonna Be 500 Miles and Were Not Gonna Take It,Madeline Fretz,7623836
pop,Flatline,Cosmic Gate,1831325
pop,Not Gone,"Katrina Stuart, DEEPSTEP",3566556
misc,本当の毛皮のような時間 Real Furry Time,RAWINTHEVOID,6633453
rock,The Ocean,Aulnes,3600105
pop,Gravewalker,Mezsiah,6433216
rap,For My Niggas,Nuski2Squad,5798484
pop,Erase Your Past,After All,1162322
rap,Hi,Mxllyson,7077251
country,Big Day in a Small Town,Brandy Clark,2450790
pop,Thoughts of a dying man,Nato Feto,5666455
rap,Rap cell,Stay-at-home fad,100863
rock,Curses  Verses,Jumpcuts,4235793
pop,Youth Gone Wild,Sebastian Bach,830074
pop,Boozing,Ingo ohne Flamingo,4271843
rap,The Challenge,Dr. Jeckyll & Mr. Hyde,5202863
rb,Dela Move,Chronixx,5348037
pop,Risen,Tom Smith (2),3865210
pop,Moth Like Me,Guerilla Toss,4958978
rb,Cedar wood,oni boy,7359740
pop,Panem et Circenses: Fun Fair Land Open,After Crying,1277344
pop,Nothing Would Be Better,Nick Jonas,578728
rap,Doras Interlude,Flee,3319752
rock,Demosterion,Singularity,4938488
rb,Special,Efrain,3499228
pop,Ties And Commitment,Pier Contra,6309617
rock,Speak Slow,Tegan and Sara,343764
pop,To Be Someone,Melpo Mene,1294073
pop,Galway Shawl,OKH DEATH,6952927
rap,The 5th,Bermuda Yae,4719758
misc,Easter at Al Qaeda Bodega,Mary Karr,266676
rap,Jus There...,Ras G,5496242
misc,Bank Robber,Robert William Service,137608
rock,Change,The War on Drugs,7022392
pop,All About Him,Sarah Nathali,5555363
rap,NawFr,Bloody Jay,531576
rap,Souljah,Donyay,4027247
rap,Leeco Licks -Why Did The Love Change,Leeco Licks,6002857
rap,Kid Twist vs Shuffle T,King of the Dot,3035221
rock,Magic,The Vindictives,1769412
pop,Great Is Your Glory,Vicky Beeching,1158115
misc,Statement on Feb 22 “Coup”,Viktor Yanukovych,368419
rap,Bop,AMP,5018330
rap,Live @ Daiquiri Factory,Andre Nickatina,817760
rap,Yeah I Said It,Snow Tha Product,2160538
rock,City Out of Control,The Angels (AUS),1776441
rap,Heartless,Yung Saguaro,4162416
pop,Carry My Picture,The Connells,1378802
pop,Pledging My Love,David Allan Coe,790753
pop,Taxi Cab,Vampire Weekend,53604
rap,Wowzers,Rjz,4176282
rb,Alright,Janet Jackson,5014
rap,Forever,The Pro Letarians,67794
pop,Ill Be Fine,Stevie Hoang,914255
rap,✄❤☹,XX/\/\E,537196
rap,My Jam,Bobby Brackins,699118
rap,You,RVN55,5678975
rap,Head Game,Foti,2949362
pop,Thirsty,The Sam Willows,3803648
rap,On Her Grind,MelThaArtist,3017957
rap,The Farming Tools,cletus Johnson,4769140
pop,Whats the Story,Richard Marx,1053591
rap,Hru?,Chad fertil,3853986
pop,The Move Up,Bourgeois Tagg,1285983
rap,8teen,Lil Woodryc,7465214
rap,GreenMONSTA,Mr. Swing,242297
pop,Hero By Death,Anvil,1568421
pop,Washed Ashore On A Lonely Island In The Sea,The Platters,1150741
rap,Life On The Line.,SillieDotHe,5445224
rock,White Rabbit,Ameroux,6786298
rap,Who Do You Love?,YG,324980
pop,Remind Me Why,Redflecks,1421778
pop,Where Do I Go?,Rachel Chinouriri,5020467
pop,Roc Ya Body,MVP,1329560
pop,Hes Got A Punch Like Joe Louis,Alberta Hunter,794364
rock,Helena AOL Sessions,My Chemical Romance,5518803
country,As Much As I Love You,Bill Anderson,3962206
pop,Glorious Hybrid mix,Andreas Johnson,1129918
rap,On Me,D Savage,4660005
rock,Guess What,Highly Suspect,2448420
misc,Lalla Rookh Part 3,Thomas Moore,2031673
rock,Zoning the Planet,Guided by Voices,3880955
rock,Nothing Is Real,Swift (Band),3373453
pop,All I Know,B.o.B,1346902
misc,The New Colossus Morris,Emma Lazarus,3767620
pop,Pretty,Margot Vandersmissen,2972346
rap,XX Tray,PZB,5657341
rock,Thomas Alva Waiting,Fishboy,3102531
pop,Animal,U-Jean,1840912
rap,Another Victim,88-Keys,3721394
pop,I Cant Make You Love Me,Ruben Studdard,1859540
pop,Fine,Fringe (Band),3642852
pop,In Your Palms,Endless,1309306
rap,Nutshell,D-fro,101764
country,Candy In The Window,Tom T. Hall,726500
rap,Despacito 3,Yung Sandwich,6302496
misc,Astrology and Religion Among the Greeks and Romans - Babylon And Greece,Franz Cumont,504461
rap,Cant Relate,Crybaby Cash,3144670
pop,System shutdown,RYOSUKE MOCHIDA,7605931
pop,The Rain Of Sorrow,Soulrelic,1151020
rock,A Monks Wetdream,Christ Denied,2939765
pop,Frankly,Molly Mogul,5448664
rock,Kids,Yellowcard,434983
rap,Coogi Sweater,Pinkcaravan!,3279540
pop,Buckle Under Pressure,Span,1599624
misc,CRUSH YA FUCKING SKULLS WITH MY TESTICLES,Passenger of Shit,5437739
rap,Work It,Chief Mufasa,2333684
rock,Deny Me,Shadowpath,3587756
misc,The Cranes of Ibicus,Emma Lazarus,127093
pop,Dont Ever Call Your Sweetheart By His Name,Christine Lavin,1386012
rap,SwaySwaySweetLoverBoiz Power Block Hour,P. Contender,3319285
rock,Bad Kitty No,Exit Mindbomb,1930139
rap, Kid,Capitole D,690620
pop,Already Standing,Feivel,2224925
rock,Where Ive Been,Smoke 182,7438274
rock,Signals,maSHerman,3862748
country,The Front Row,Willie Nelson,5750274
pop,Mountain of God,Third Day,1145936
rock,Elisaph,Horrified,1450497
pop,CREEPIN LURKIN,Evergotlost,6276649
rap,Outreach Baptist,K Ben Rose,656861
pop,The Water Is Wide,Cam Clarke,1660543
pop,Downhearted,Australian Crawl,1566816
pop,Take Me Higher,AC13,5820193
rock,Silver Soul,Beach House,100439
rap,This Mexican american Life,Speak,5238169
rap,Closer to God,Smiley Don,2827820
rap,Beast Mode,A Boogie wit da Hoodie,3226843
rap,Changes,Chaos,3026092
rap,On My Own,OCTOBERSFULLMOON,6485840
pop,The Past,Ray Parker Jr.,1303689
rap,This Life,Lilsgrob & Young EGO,6009957
misc,The Mysterious Stranger and Other Stories Chap. 10,Mark Twain,143822
pop,Will You Still Love Me Tomorrow?,Rita Wilson,1158311
country,Smile,Andrew Michael Akins,5127721
rap,Bikini Bottom,Teejayx6,4838740
rap,Touch the Sky,Kanye West,681
pop,Every Time,La Ley,1247423
rock,WWIII,grandson,5987790
pop,​naomi y,Mathew Lee Cothran,3997184
rap,Mad Scientists,Mr Traumatik,4668783
pop,If I Was,Midge Ure,1333019
pop,Witchcraft,Frank Sinatra,721753
pop,Fire,TSU NAMI & Skyler Cocco,7737533
rock,Goth Gang,Prayers,2295673
pop,Shot In Europe,Falling Joys,1732515
rap,The Bank,Boys With Cake,5559525
rap,Gang,Citadel,6097261
rock,Impossible Like You,Holy Holy,395895
rock,Gravity,Lost Tuesday Society,4113930
pop,Tnt full song a minecraft parody of dynamite to take back the night,Dbp music,2117367
rap,Real Baby Pluto,Future & Lil Uzi Vert,6162510
pop,The Boy Who Lived,The Moaning Myrtles,1061024
pop,Ashes Of Love,New Riders of the Purple Sage,1037380
country,Unraveling,Aaron Pritchett,1341429
rap,Intestines,Whose,4914399
rap,HOTHOTHOTHOTHOTHOT,DBLE_T,6750635
pop,Undo Redo,Naked Ape,927026
pop,Molten Lava,Lord Echo,5612209
pop,Time Machine,Jana Horn,7616672
misc,Phonecall Interlude,Murdock,2944290
pop,Clean Anthem,Elephant Man,2964572
rap,You wont respawn,wubz,5058162
pop,IceBreaker,"Minhyuk, Peniel, Ilhoon",3782043
pop,Tonight,Lucasso,3878838
pop,Them Walls,Poisonblack,1053571
pop,Oh Lord Why Lord,Jim Capaldi,7083930
rap,Cant Complain,Neisha Neshae,6335400
rock,Classic Style,Spaceface,7774703
pop,Roller Skates,Samantha Jade,3544926
misc,Chiswick Mall,William Makepeace Thackeray,158244
rap,Advice From Within Skit,Rehab,3794113
